"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1"
"33","SP2","22/09/02","Zaragoza","Murcia",1,0,"H",0,0,"D",NA,NA,NA,1.7,3.15,4.5,1.7,3,3.9,1.615,3.25,4.75,1.7,3.2,4.3,2.05,1.6
"34","SP2","28/09/02","Compostela","Oviedo",0,1,"A",0,0,"D",NA,NA,NA,2.4,2.9,2.85,2.3,2.7,2.7,2.4,2.88,2.7,2.4,2.75,2.85,1.95,1.65
"35","SP2","28/09/02","Cordoba","Terrassa",0,2,"A",0,0,"D",NA,NA,NA,1.85,3,4.15,1.9,2.8,3.4,1.8,3,4,1.9,3,3.6,2.05,1.6
"36","SP2","28/09/02","Leganes","Xerez",1,2,"A",1,2,"A",2.5,2.75,2.75,2.47,2.92,2.73,2.4,2.7,2.6,2.4,3,2.6,2.5,2.75,2.7,2.05,1.6
"37","SP2","28/09/02","Levante","Eibar",3,1,"H",1,1,"D",2.5,2.75,2.75,2.2,2.85,3.35,2.2,2.7,2.9,2.1,2.88,3.2,2.4,2.75,2.85,1.85,1.75
"38","SP2","29/09/02","Albacete","Elche",1,1,"D",0,1,"A",NA,NA,NA,1.9,2.95,4,1.85,2.8,3.5,1.83,2.88,4.2,1.9,3,3.6,1.9,1.7
"39","SP2","29/09/02","Ferrol","Getafe",2,1,"H",1,0,"H",1.9,3,3.6,1.87,3,4.15,2,2.7,3.3,1.85,2.88,4,2,2.85,3.5,1.7,1.9
"40","SP2","29/09/02","Murcia","Almeria",3,0,"H",2,0,"H",1.7,3.1,4.5,1.7,3.15,4.75,1.7,2.8,4.2,1.62,3.2,5,NA,NA,NA,2.05,1.6
"41","SP2","29/09/02","Poli Ejido","Numancia",3,2,"H",1,2,"A",2.25,2.8,3,2,3,3.55,2.2,2.7,2.9,2.1,2.88,3.2,2.25,2.8,3,1.9,1.7
"42","SP2","29/09/02","Salamanca","Badajoz",0,1,"A",0,0,"D",1.9,3,3.6,1.85,3,4.15,1.9,2.8,3.7,1.8,2.88,4.33,1.9,3,3.6,2.05,1.6
"43","SP2","29/09/02","Sp Gijon","Las Palmas",0,0,"D",0,0,"D",2.375,2.9,2.75,2.5,2.95,2.65,2.3,2.8,2.6,2.4,3,2.6,2.35,2.9,2.75,1.95,1.65
"44","SP2","29/09/02","Tenerife","Zaragoza",2,0,"H",0,0,"D",2,2.9,3.4,1.95,3,3.7,2,2.9,3,2,3,3.3,2,2.85,3.5,1.9,1.7
"45","SP2","05/10/02","Getafe","Compostela",2,0,"H",0,0,"D",2.1,3,3.2,2.16,2.95,3.1,2.1,2.9,2.9,2.1,2.9,3.2,2.2,3,2.85,NA,NA
"46","SP2","05/10/02","Las Palmas","Oviedo",2,0,"H",1,0,"H",1.909,3,3.75,1.86,3.15,3.8,1.9,2.9,3.2,1.8,3,4,2.05,3,3.2,NA,NA
"47","SP2","05/10/02","Xerez","Albacete",1,0,"H",0,0,"D",2,3,3.4,2,2.95,3.35,2,2.9,3,2,2.875,3.5,2.1,3,3.1,NA,NA
"48","SP2","06/10/02","Almeria","Tenerife",1,1,"D",1,0,"H",3,3,2.2,2.9,2.95,2.2,2.6,2.8,2.3,3,2.9,2.2,2.5,2.85,2.6,NA,NA
"49","SP2","06/10/02","Badajoz","Cordoba",2,0,"H",2,0,"H",2.1,3,3.2,2.1,2.95,3.1,2.1,2.8,3,2.1,2.9,3.2,2.2,2.85,3,NA,NA
"50","SP2","06/10/02","Eibar","Murcia",1,1,"D",0,0,"D",2.1,3,3.2,2.16,2.95,3.1,2.1,2.8,3,2.2,2.8,3.1,2.1,3.1,3,NA,NA
"51","SP2","06/10/02","Elche","Poli Ejido",3,0,"H",0,0,"D",1.909,3,3.75,1.9,2.95,3.7,1.9,2.9,3.2,2,2.875,3.5,2,3.1,3.25,NA,NA
"52","SP2","06/10/02","Numancia","Salamanca",1,0,"H",1,0,"H",2.1,3,3.2,2.1,2.95,3.1,2.1,2.8,3,2.1,2.9,3.2,2.2,2.85,3,NA,NA
"53","SP2","06/10/02","Sp Gijon","Leganes",1,1,"D",1,1,"D",2.1,2.75,3.5,2,2.95,3.35,2.1,2.8,3,2,2.875,3.5,2.3,2.8,2.9,NA,NA
"54","SP2","06/10/02","Terrassa","Levante",1,1,"D",1,0,"H",2.1,3,3.2,2.1,2.95,3.1,2,2.9,3,2.1,2.9,3.2,2.1,3,3.1,NA,NA
"55","SP2","06/10/02","Zaragoza","Ferrol",2,2,"D",2,1,"H",1.8,3,4.2,1.78,3.05,4.2,1.8,2.9,3.6,1.75,3.1,4.2,1.9,3,3.6,NA,NA
"56","SP2","12/10/02","Leganes","Las Palmas",1,1,"D",0,1,"A",2.6,2.8,2.6,2.53,2.95,2.65,2.4,2.8,2.5,2.5,2.875,2.6,2.5,2.95,2.5,2.15,1.55
"57","SP2","12/10/02","Poli Ejido","Xerez",2,0,"H",1,0,"H",2.9,2.9,2.3,2.7,2.95,2.51,2.5,2.8,2.4,2.6,3,2.4,2.95,2.85,2.25,1.95,1.65
"58","SP2","13/10/02","Albacete","Sp Gijon",4,0,"H",1,0,"H",1.909,3,3.75,1.82,3,4.4,1.75,2.9,3.8,1.8,3,4,2,3,3.3,2.25,1.55
"59","SP2","13/10/02","Compostela","Zaragoza",0,0,"D",0,0,"D",2.75,2.875,2.4,2.55,2.95,2.6,2.45,2.8,2.45,2.5,2.875,2.6,2.75,2.95,2.3,2.25,1.61
"60","SP2","13/10/02","Cordoba","Numancia",1,1,"D",0,1,"A",2,2.875,3.6,2.12,2.96,3.4,2,2.8,3.1,2.1,2.875,3.2,2.35,2.95,2.7,2.15,1.6
"61","SP2","13/10/02","Ferrol","Almeria",1,1,"D",0,1,"A",1.667,3.25,4.5,1.71,3.2,4.6,1.65,2.9,4.4,1.667,3.2,4.5,1.75,3,4.3,2.15,1.61
"62","SP2","13/10/02","Levante","Badajoz",4,0,"H",3,0,"H",1.909,3,3.75,1.88,3.05,4,1.8,2.8,3.7,1.909,3,3.6,2.15,2.85,3.1,2.05,1.62
"63","SP2","13/10/02","Murcia","Terrassa",0,0,"D",0,0,"D",2.1,2.9,3.25,2.1,2.9,3.4,2,2.8,3.1,2,2.9,3.4,2.2,2.85,3,2.1,1.65
"64","SP2","13/10/02","Oviedo","Getafe",3,4,"A",3,2,"H",1.909,3,3.75,1.89,3,4,1.8,2.8,3.7,1.85,3,3.8,2.1,2.85,3.25,2.25,1.55
"65","SP2","13/10/02","Salamanca","Elche",1,3,"A",1,0,"H",2.25,2.875,3,2.15,2.9,3.3,2,2.8,3.1,2.2,2.875,3,2.45,2.85,2.65,2.5,1.5
"66","SP2","13/10/02","Tenerife","Eibar",1,0,"H",1,0,"H",1.8,2.875,4.5,1.8,3,4.4,1.75,2.9,3.8,1.8,3,4,1.8,3.05,4,2.15,1.65
"67","SP2","19/10/02","Eibar","Ferrol",1,0,"H",1,0,"H",2.25,2.8,3,2.13,2.75,3.3,2.2,2.7,2.9,2.2,2.75,3.2,2.25,2.8,3,2.1,1.65
"68","SP2","19/10/02","Elche","Cordoba",0,0,"D",0,0,"D",1.8,3,4,1.75,3,4.25,1.75,2.8,4,1.75,3.2,4,1.75,3.05,4.2,2.05,1.65
"69","SP2","19/10/02","Las Palmas","Getafe",2,1,"H",2,1,"H",1.8,3,4,1.8,3,4.05,1.75,2.8,4,1.727,3.1,4.333,1.8,3,4,1.9,1.7
"70","SP2","20/10/02","Almeria","Compostela",2,1,"H",0,1,"A",2.2,2.8,3.1,2.1,2.8,3.3,2.1,2.8,3,2.15,2.8,3.25,2.25,2.8,3,2.15,1.6
"71","SP2","20/10/02","Badajoz","Murcia",1,0,"H",1,0,"H",2.2,2.8,3.1,2.2,2.85,3,2.2,2.7,2.9,2.2,2.9,3,2.3,2.85,2.85,2.25,1.5
"72","SP2","20/10/02","Leganes","Albacete",1,1,"D",0,0,"D",2.2,2.8,3.1,2.2,2.8,3.05,2.2,2.7,2.9,2.2,2.8,3.1,2.25,2.8,3,2.15,1.55
"73","SP2","20/10/02","Numancia","Levante",0,2,"A",0,1,"A",2.2,2.8,3.1,2.3,2.9,2.8,2.2,2.7,2.9,2.3,2.9,2.8,2.2,2.8,3.1,2.05,1.65
"74","SP2","20/10/02","Sp Gijon","Poli Ejido",1,1,"D",0,0,"D",2.25,2.8,3,2.2,2.8,3.05,2.2,2.7,2.9,2.25,2.8,3,2.25,2.8,3,2.25,1.55
"75","SP2","20/10/02","Terrassa","Tenerife",1,1,"D",1,1,"D",2.2,2.8,3.1,2.1,2.9,3.15,2.1,2.7,3.1,2.2,2.8,3.1,2.1,2.85,3.2,2.22,1.55
"76","SP2","20/10/02","Xerez","Salamanca",0,1,"A",0,1,"A",1.667,3,5,1.6,3.2,5,1.6,3,4.6,1.571,3.1,5,1.65,3,5,2.05,1.65
"77","SP2","20/10/02","Zaragoza","Oviedo",3,1,"H",0,0,"D",2,2.9,3.5,1.83,2.95,4,1.85,2.8,3.5,1.85,2.875,4,2,2.85,3.5,2.15,1.6
"78","SP2","26/10/02","Levante","Elche",2,2,"D",1,0,"H",1.8,2.9,4.5,1.8,2.95,4.25,1.8,2.8,3.7,1.8,2.9,4.2,NA,NA,NA,1.9,1.7
"79","SP2","26/10/02","Poli Ejido","Leganes",1,0,"H",0,0,"D",2,2.875,3.6,1.9,2.92,3.85,1.9,2.8,3.4,1.909,2.875,3.8,NA,NA,NA,2.15,1.55
"80","SP2","27/10/02","Albacete","Las Palmas",2,1,"H",1,0,"H",2.25,2.8,3.1,2.35,2.8,2.88,2.3,2.8,2.6,2.3,2.7,3,NA,NA,NA,2.15,1.55
"81","SP2","27/10/02","Compostela","Eibar",1,0,"H",1,0,"H",2.25,2.8,3.1,2.2,2.85,3.1,2.2,2.8,2.8,2.2,2.8,3.1,NA,NA,NA,2.4,1.45
"82","SP2","27/10/02","Cordoba","Xerez",1,3,"A",1,2,"A",2.6,2.8,2.6,2.68,2.83,2.48,2.5,2.8,2.4,2.625,2.8,2.5,NA,NA,NA,2.25,1.5
"83","SP2","27/10/02","Ferrol","Terrassa",1,1,"D",0,1,"A",2.25,2.8,3.1,2.2,2.93,3,2.2,2.8,2.8,2.25,2.8,3,NA,NA,NA,2.15,1.55
"84","SP2","27/10/02","Getafe","Zaragoza",1,2,"A",0,0,"D",2.25,2.8,3.1,2.25,2.85,3,2.2,2.8,2.8,2.25,2.8,3,NA,NA,NA,2.15,1.55
"85","SP2","27/10/02","Murcia","Numancia",2,1,"H",0,0,"D",1.833,2.875,4.333,1.86,2.95,4,1.8,2.8,3.7,1.909,2.875,3.75,NA,NA,NA,2.05,1.6
"86","SP2","27/10/02","Oviedo","Almeria",1,1,"D",1,0,"H",1.833,2.875,4.333,1.76,3.1,4.33,1.8,2.8,3.7,1.833,2.875,4.2,NA,NA,NA,2.25,1.5
"87","SP2","27/10/02","Salamanca","Sp Gijon",0,0,"D",0,0,"D",1.909,2.875,4,1.9,2.92,3.85,1.9,2.8,3.4,1.85,2.9,4,NA,NA,NA,2.4,1.45
"88","SP2","27/10/02","Tenerife","Badajoz",3,3,"D",0,1,"A",1.727,3,4.75,1.81,2.92,4.33,1.75,2.8,4,1.75,2.9,4.5,NA,NA,NA,2.25,1.5
"89","SP2","02/11/02","Albacete","Poli Ejido",1,1,"D",1,1,"D",1.909,2.875,4,1.95,2.9,3.6,1.9,2.8,3.4,1.909,3,3.6,2,2.9,3.4,NA,NA
"90","SP2","02/11/02","Badajoz","Ferrol",1,0,"H",1,0,"H",2,2.875,3.6,2,2.9,3.45,2,2.7,3.3,2,2.875,3.5,2.1,2.85,3.2,NA,NA
"91","SP2","02/11/02","Eibar","Oviedo",2,1,"H",2,1,"H",2,2.875,3.6,1.95,2.9,3.6,1.9,2.8,3.4,1.909,3,3.6,2,2.9,3.4,NA,NA
"92","SP2","02/11/02","Las Palmas","Zaragoza",0,1,"A",0,0,"D",2,2.875,3.6,2,2.9,3.45,2,2.7,3.3,2,2.875,3.5,2.05,2.9,3.3,NA,NA
"93","SP2","02/11/02","Terrassa","Compostela",2,1,"H",1,1,"D",1.727,3.1,4.5,1.85,2.9,4,1.8,2.8,3.7,1.85,2.9,4,1.9,2.9,3.75,NA,NA
"94","SP2","02/11/02","Xerez","Levante",2,1,"H",1,1,"D",2,2.875,3.6,1.95,2.9,3.6,2,2.7,3.3,2,2.875,3.5,1.9,2.9,3.75,NA,NA
"95","SP2","03/11/02","Almeria","Getafe",1,1,"D",1,0,"H",2.2,2.8,3.2,2.2,2.8,3.1,2.2,2.7,2.9,2.2,2.875,3,2.25,2.8,3,NA,NA
"96","SP2","03/11/02","Elche","Murcia",0,2,"A",0,0,"D",2.1,2.8,3.4,2.05,2.85,3.4,2,2.7,3.3,2,2.875,3.5,2.05,2.9,3.3,NA,NA
"97","SP2","03/11/02","Leganes","Salamanca",0,2,"A",0,1,"A",2.1,2.8,3.4,2.15,2.9,3.1,2.1,2.8,3,2.1,2.875,3.2,2.2,2.9,3,NA,NA
"98","SP2","03/11/02","Numancia","Tenerife",1,0,"H",0,0,"D",2.4,2.75,2.9,2.3,2.8,2.9,2.3,2.7,2.7,2.4,3,2.625,2.55,2.85,2.55,NA,NA
"99","SP2","03/11/02","Sp Gijon","Cordoba",0,0,"D",0,0,"D",2.1,2.8,3.4,2.15,2.9,3.1,2.1,2.7,3.1,2.1,2.9,3.2,2.25,2.9,2.9,NA,NA
"100","SP2","09/11/02","Cordoba","Leganes",1,0,"H",0,0,"D",2.1,2.8,3.4,2.05,2.85,3.35,1.9,2.8,3.4,2.1,2.8,3.4,2.1,2.85,3.2,2.05,1.6
"101","SP2","09/11/02","Tenerife","Elche",0,0,"D",0,0,"D",2,2.87,3.6,1.9,2.9,3.8,1.9,2.8,3.4,2,2.875,3.6,2.1,2.85,3.2,2.05,1.6
"102","SP2","10/11/02","Compostela","Badajoz",3,0,"H",0,0,"D",2.2,2.8,3.2,2.2,2.8,3.1,2.2,2.7,2.9,2.25,2.8,3.1,NA,NA,NA,2.15,1.55
"103","SP2","10/11/02","Ferrol","Numancia",1,0,"H",0,0,"D",2,2.87,3.6,2.05,2.85,3.35,2,2.7,3.3,2.1,2.8,3.4,2.1,2.85,3.2,2.05,1.6
"104","SP2","10/11/02","Getafe","Eibar",4,2,"H",1,1,"D",2.1,2.8,3.4,2,2.85,3.5,2,2.7,3.3,2.1,2.8,3.4,2.25,2.8,3,2.15,1.55
"105","SP2","10/11/02","Levante","Sp Gijon",2,1,"H",1,0,"H",1.61,3.25,5,1.6,3.2,5.05,1.6,2.9,4.8,1.6,3.3,5,1.65,3.25,4.5,1.9,1.7
"106","SP2","10/11/02","Murcia","Xerez",1,1,"D",0,1,"A",2.25,2.8,3.1,2.3,2.8,2.9,2.2,2.7,2.9,2.3,2.8,3,2.3,2.8,2.9,2.05,1.6
"107","SP2","10/11/02","Oviedo","Terrassa",2,2,"D",1,0,"H",2.6,2.7,2.7,2.45,2.8,2.7,2.5,2.6,2.6,2.5,2.875,2.6,2.55,2.8,2.55,2.05,1.6
"108","SP2","10/11/02","Poli Ejido","Las Palmas",0,0,"D",0,0,"D",2.1,2.8,3.4,2.2,2.8,3.1,2.1,2.7,3.1,2.2,2.8,3.2,2.1,2.85,3.2,2.05,1.6
"109","SP2","10/11/02","Salamanca","Albacete",0,1,"A",0,0,"D",2.4,2.75,2.9,2.35,2.8,2.85,2.3,2.7,2.7,2.4,2.8,2.875,2.3,2.8,2.9,2.15,1.55
"110","SP2","10/11/02","Zaragoza","Almeria",1,0,"H",0,0,"D",1.61,3.25,5,1.6,3.2,5.05,1.6,2.9,4.8,1.615,3.25,5,1.6,3.2,5,1.9,1.7
"111","SP2","16/11/02","Albacete","Cordoba",0,0,"D",0,0,"D",1.727,3.1,4.5,1.7,3.1,4.6,1.75,2.8,4,1.75,3.1,4.333,1.8,3,4,NA,NA
"112","SP2","16/11/02","Terrassa","Getafe",1,1,"D",1,1,"D",1.909,3,3.75,1.85,3,4,1.85,2.7,3.7,1.85,3,4,1.95,2.95,3.5,NA,NA
"113","SP2","17/11/02","Badajoz","Oviedo",0,1,"A",0,0,"D",1.8,3.1,4,1.72,3.25,4.25,1.7,2.8,4.2,1.727,3.1,4.5,1.75,3.1,4.1,NA,NA
"114","SP2","17/11/02","Eibar","Zaragoza",0,0,"D",0,0,"D",2.4,2.875,2.75,2.45,2.75,2.8,2.5,2.7,2.5,2.5,2.9,2.6,2.65,2.9,2.4,NA,NA
"115","SP2","17/11/02","Elche","Ferrol",1,2,"A",1,1,"D",2,2.875,3.6,2.05,2.85,3.5,2,2.7,3.3,2.1,2.8,3.4,2.05,2.8,3.4,NA,NA
"116","SP2","17/11/02","Las Palmas","Almeria",2,2,"D",2,1,"H",1.667,3.1,5,1.7,3.15,4.5,1.7,2.8,4.2,1.667,3.1,4.75,1.75,3.05,4.2,NA,NA
"117","SP2","17/11/02","Leganes","Levante",0,1,"A",0,0,"D",2.75,2.75,2.5,2.6,2.75,2.65,2.55,2.6,2.55,2.625,2.75,2.6,2.55,2.75,2.6,NA,NA
"118","SP2","17/11/02","Numancia","Compostela",2,2,"D",2,2,"D",1.909,3,3.75,1.92,2.92,3.75,1.9,2.8,3.4,1.909,2.9,3.8,2,2.8,3.6,NA,NA
"119","SP2","17/11/02","Poli Ejido","Salamanca",1,1,"D",1,1,"D",2,2.875,3.6,1.97,2.9,3.65,2,2.7,3.3,2,2.9,3.5,1.9,2.95,3.65,NA,NA
"120","SP2","17/11/02","Sp Gijon","Murcia",1,0,"H",0,0,"D",2.6,2.8,2.6,2.6,2.75,2.65,2.5,2.6,2.6,2.6,2.75,2.6,2.55,2.75,2.6,NA,NA
"121","SP2","17/11/02","Xerez","Tenerife",1,1,"D",1,1,"D",1.833,2.875,4.333,1.8,3,4.2,1.8,2.8,3.7,1.8,3,4.2,1.7,3.05,4.5,NA,NA
"122","SP2","23/11/02","Almeria","Eibar",2,1,"H",0,0,"D",2.2,2.8,3.2,2.2,2.8,3.1,2.25,2.6,3,2.25,2.75,3.1,2.35,2.8,2.85,2.15,1.55
"123","SP2","23/11/02","Compostela","Elche",0,1,"A",0,0,"D",2.25,2.8,3.1,2.2,2.8,3.1,2.25,2.6,3,2.2,2.8,3.1,2.2,2.8,3.1,2.15,1.55
"124","SP2","24/11/02","Cordoba","Poli Ejido",0,1,"A",0,0,"D",2.3,2.7,3.1,2.35,2.75,2.9,2.25,2.6,3,2.3,2.75,3,2.35,2.75,2.9,2.25,1.5
"125","SP2","24/11/02","Ferrol","Xerez",2,1,"H",1,0,"H",2.5,2.75,2.75,2.5,2.65,2.8,2.4,2.6,2.7,2.5,2.625,2.8,2.4,2.6,3,2.15,1.55
"126","SP2","24/11/02","Getafe","Badajoz",0,1,"A",0,0,"D",2.1,2.8,3.4,2.05,2.8,3.45,2,2.7,3.3,2,2.8,3.6,2.15,2.75,3.25,2.05,1.6
"127","SP2","24/11/02","Levante","Albacete",2,2,"D",1,1,"D",2,2.8,3.75,2,2.85,3.5,2,2.7,3.3,2,2.875,3.5,2,2.85,3.5,1.95,1.65
"128","SP2","24/11/02","Murcia","Leganes",0,1,"A",0,0,"D",1.667,3.1,5,1.65,3.05,4.95,1.6,2.9,4.8,1.615,3.2,5,1.65,3.1,4.8,2.25,1.5
"129","SP2","24/11/02","Oviedo","Numancia",1,1,"D",1,0,"H",2.1,2.8,3.4,2.15,2.75,3.25,2,2.7,3.3,2.1,2.75,3.4,2.1,2.8,3.3,2.15,1.55
"130","SP2","24/11/02","Salamanca","Las Palmas",2,1,"H",0,1,"A",2.25,2.8,3.1,2.25,2.7,3.1,2.25,2.6,3,2.3,2.7,3,2.25,2.7,3.1,2.25,1.5
"131","SP2","24/11/02","Tenerife","Sp Gijon",2,2,"D",1,0,"H",1.909,3,3.75,1.75,2.9,4.55,1.75,2.75,4.1,1.8,3,4,1.85,2.9,4,2.25,1.5
"132","SP2","24/11/02","Zaragoza","Terrassa",1,0,"H",1,0,"H",2,2.8,3.75,1.9,2.8,3.95,1.9,2.7,3.6,1.909,2.875,3.8,1.9,2.9,3.8,2.05,1.6
"133","SP2","30/11/02","Las Palmas","Eibar",0,1,"A",0,1,"A",1.833,3,4,1.75,3.1,4.25,1.75,2.9,3.8,1.8,3,4,1.9,2.8,3.95,2.15,1.55
"134","SP2","30/11/02","Leganes","Tenerife",1,1,"D",1,1,"D",2.5,2.625,2.875,2.45,3,2.6,2.4,2.65,2.65,2.4,2.8,2.75,2.35,2.75,2.9,2.15,1.55
"135","SP2","30/11/02","Sp Gijon","Ferrol",3,1,"H",1,0,"H",2.5,2.75,2.75,2.45,2.92,2.65,2.4,2.65,2.65,2.4,2.75,2.8,2.55,2.7,2.65,2.25,1.5
"136","SP2","01/12/02","Albacete","Murcia",0,0,"D",0,0,"D",1.909,2.875,4,1.9,3.05,3.65,1.9,2.8,3.4,1.909,2.875,3.8,2.1,2.8,3.3,2.15,1.55
