"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","SYH","SYD","SYA","WHH","WHD","WHA"
"265","SP1","24/02/02","Espanol","Las Palmas",3,1,"H",0,1,"A",1.67,3.3,4.65,1.7,3.2,4.2,1.67,3.2,5,1.667,3.2,5,1.727,3.2,4.333,1.61,3.1,5.5
"266","SP1","24/02/02","Malaga","Villarreal",2,1,"H",1,0,"H",1.85,3.2,3.85,1.9,3.1,3.5,1.8,3,4.33,1.85,3.1,4,1.833,3.2,3.75,1.9,3.1,3.6
"267","SP1","24/02/02","Mallorca","Sevilla",0,4,"A",0,1,"A",1.7,3.25,4.4,1.9,3.1,3.5,1.8,3.2,4,1.75,3.1,4.5,2,3.2,3.2,1.8,3.25,3.8
"268","SP1","24/02/02","Sociedad","Vallecano",2,2,"D",1,0,"H",1.72,3.25,4.4,1.75,3.2,4,1.67,3.25,4.5,1.667,3.25,4.75,1.727,3.2,4.333,1.72,3.2,4.33
"269","SP1","24/02/02","Tenerife","Osasuna",3,1,"H",1,0,"H",2.3,3.1,2.8,2.3,2.9,2.8,2.25,3,2.87,2.3,3,2.875,2.3,3.1,2.7,NA,NA,NA
"270","SP1","24/02/02","Valladolid","Ath Bilbao",2,0,"H",0,0,"D",2.3,3.1,2.85,2.4,3,2.6,2.2,3,3,2.3,3.1,2.8,2.375,3.1,2.6,2.3,3.2,2.62
"271","SP1","02/03/02","Celta","Real Madrid",0,1,"A",0,0,"D",2.8,3.05,2.32,2.6,3,2.4,2.6,3.2,2.37,2.8,3.1,2.3,2.6,3.1,2.375,2.6,3.1,2.4
"272","SP1","02/03/02","Sevilla","La Coruna",0,1,"A",0,0,"D",2.45,3,2.65,2.5,3,2.5,2.5,2.87,2.62,2.5,3.1,2.5,2.5,3.1,2.5,2.37,3.1,2.62
"273","SP1","02/03/02","Villarreal","Betis",1,1,"D",1,1,"D",2.45,3,2.67,2.3,2.9,2.8,2.37,3.2,2.6,2.5,3,2.6,2.375,3.1,2.6,2.4,2.9,2.75
"274","SP1","03/03/02","Alaves","Valladolid",3,1,"H",1,1,"D",1.9,3.2,3.6,1.9,3.1,3.5,1.83,3.2,3.75,1.909,3.2,3.6,2.1,3.1,3.1,1.9,3.2,3.5
"275","SP1","03/03/02","Ath Bilbao","Las Palmas",3,1,"H",1,0,"H",1.57,3.5,5.25,1.55,3.5,4.8,1.57,3.25,5.5,1.533,3.4,6,1.533,3.4,5.5,1.5,3.3,6.5
"276","SP1","03/03/02","Barcelona","Malaga",5,1,"H",3,0,"H",1.35,4.2,7.5,1.35,4,7,1.4,3.6,7.5,1.4,3.75,7.5,1.333,4,8,1.36,3.75,8
"277","SP1","03/03/02","Osasuna","Sociedad",1,1,"D",0,0,"D",2.1,3.05,3.2,2.1,2.9,3.2,2,3,3.4,2.1,3,3.25,2,3.2,3.2,NA,NA,NA
"278","SP1","03/03/02","Vallecano","Mallorca",0,2,"A",0,1,"A",2.05,3.05,3.32,1.9,3.1,3.5,1.83,3.2,3.75,1.95,3.2,3.5,2,3.2,3.2,1.9,3.25,3.4
"279","SP1","03/03/02","Tenerife","Espanol",1,1,"D",1,1,"D",2.25,3.1,2.9,2.1,2.9,3.2,2.25,3,2.87,2.3,3,2.875,2.375,3.1,2.6,2.25,3.1,2.8
"280","SP1","03/03/02","Zaragoza","Valencia",0,1,"A",0,1,"A",2.8,3,2.35,2.5,3,2.5,2.8,2.87,2.37,2.875,3,2.3,2.875,2.9,2.3,2.87,2.9,2.3
"281","SP1","09/03/02","Betis","Barcelona",2,1,"H",1,0,"H",2.47,3.1,2.57,2.5,3,2.5,2.37,3.2,2.62,2.5,3.1,2.5,2.5,3.1,2.5,2.4,3.1,2.6
"282","SP1","09/03/02","La Coruna","Vallecano",1,1,"D",1,1,"D",1.35,4.1,7.55,1.3,4.2,8,1.36,3.75,8,1.364,3.75,8.5,1.333,4.333,7,1.36,4,7
"283","SP1","09/03/02","Las Palmas","Alaves",2,1,"H",1,1,"D",2.3,3.1,2.8,2.2,3,2.9,2.2,3.25,2.75,2.375,3,2.75,2.3,3,2.8,2.37,3.1,2.62
"284","SP1","09/03/02","Real Madrid","Villarreal",3,0,"H",1,0,"H",1.25,5,8.6,1.25,4.5,9,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.28,4.33,8.5
"285","SP1","10/03/02","Espanol","Ath Bilbao",2,0,"H",1,0,"H",2.25,3.1,2.9,2.3,2.9,2.8,2.2,3,3,2.2,3.1,3,2.25,3.2,2.75,2.2,3.1,2.87
"286","SP1","10/03/02","Malaga","Zaragoza",2,1,"H",2,0,"H",1.85,3.2,3.8,1.85,3.1,3.6,1.67,3.25,4.5,1.85,3.1,4,1.833,3.2,3.75,1.9,3.1,3.6
"287","SP1","10/03/02","Mallorca","Osasuna",4,2,"H",2,1,"H",1.75,3.3,4.1,1.8,3.1,3.8,1.73,3.2,4.33,1.75,3.25,4.2,1.8,3.25,3.8,NA,NA,NA
"288","SP1","10/03/02","Sociedad","Tenerife",0,2,"A",0,1,"A",1.67,3.4,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.25,4.5,1.727,3.2,4.333,1.66,3.3,4.5
"289","SP1","10/03/02","Valencia","Sevilla",2,0,"H",0,0,"D",1.45,3.7,6.4,1.5,3.5,5.4,1.4,3.75,7,1.444,3.6,7,1.4,3.75,7,1.44,3.5,7
"290","SP1","10/03/02","Valladolid","Celta",2,4,"A",1,2,"A",2.25,3.1,2.9,2.3,2.9,2.8,2.2,3,3,2.375,3,2.75,2.25,3,2.875,2.2,3.1,2.87
"291","SP1","16/03/02","Barcelona","Real Madrid",1,1,"D",0,1,"A",2.25,3.05,2.9,2,3.1,3.2,2.37,3.2,2.6,2.3,3.1,2.8,2.3,3.1,2.7,2.25,3,2.87
"292","SP1","16/03/02","Osasuna","La Coruna",1,3,"A",0,3,"A",3.1,3.1,2.1,2.9,3,2.2,3.4,3,2,3.1,3.1,2.1,2.875,3,2.25,NA,NA,NA
"293","SP1","17/03/02","Alaves","Ath Bilbao",2,3,"A",2,2,"D",2.25,3.1,2.9,2.4,3,2.6,2.2,3,3,2.25,3.2,2.8,2.25,3.2,2.7,2.25,3,2.87
"294","SP1","17/03/02","Celta","Las Palmas",3,2,"H",2,0,"H",1.45,3.7,6.4,1.4,3.9,6,1.4,3.75,7,1.444,3.6,7,1.444,3.6,6.5,1.4,3.6,7.5
"295","SP1","17/03/02","Sociedad","Espanol",1,0,"H",1,0,"H",2,3.2,3.3,2,3,3.3,2,3.2,3.2,1.95,3.1,3.5,2.2,3,3,2.2,3,3
"296","SP1","17/03/02","Vallecano","Valencia",2,1,"H",1,1,"D",3.2,3.1,2.1,3.2,3.1,2,3.4,3,2,3.5,3,2,3.2,3,2.1,3.2,3,2.1
"297","SP1","17/03/02","Sevilla","Malaga",0,2,"A",0,0,"D",1.95,3.1,3.6,2,3,3.3,1.83,3.2,3.75,1.909,3.1,3.75,1.909,3.1,3.6,1.9,3.1,3.6
"298","SP1","17/03/02","Tenerife","Mallorca",0,0,"D",0,0,"D",2.25,3.1,2.9,2.2,3,2.9,2.2,3.2,2.8,2.3,3.1,2.8,2.25,3.1,2.8,2.2,3.2,2.8
"299","SP1","17/03/02","Villarreal","Valladolid",2,2,"D",0,2,"A",2,3.1,3.4,1.9,3.1,3.5,2,3.2,3.2,1.95,3.1,3.4,2,3.2,3.2,2,3.1,3.3
"300","SP1","17/03/02","Zaragoza","Betis",1,1,"D",1,0,"H",2.47,3,2.67,2.4,2.9,2.7,2.37,2.87,2.8,2.5,3,2.6,2.5,2.9,2.6,2.5,2.9,2.62
"301","SP1","23/03/02","Betis","Sevilla",0,0,"D",0,0,"D",1.9,3.2,3.6,1.9,3.1,3.5,1.83,3,4,1.8,3.2,4,1.833,3,4,1.9,2.87,4
"302","SP1","23/03/02","Las Palmas","Villarreal",3,2,"H",2,2,"D",2,3.1,3.45,1.9,3,3.6,1.91,3,3.75,2,3,3.5,2,3,3.4,1.9,3,3.75
"303","SP1","23/03/02","Malaga","Vallecano",0,0,"D",0,0,"D",1.7,3.3,4.45,1.8,3.1,3.8,1.67,3.25,4.5,1.727,3.2,4.5,1.727,3.2,4.333,1.61,3.25,5
"304","SP1","24/03/02","Ath Bilbao","Celta",1,6,"A",1,2,"A",2.1,3,3.25,2.2,2.9,3,2,3.2,3.2,2.2,3,3.1,2.2,3,3,2.2,3.2,2.8
"305","SP1","24/03/02","La Coruna","Tenerife",3,1,"H",0,1,"A",1.32,4.3,8,1.3,4.2,8,1.33,4,8,1.333,4.2,7.5,1.3,4.333,8,1.28,4.5,8
"306","SP1","24/03/02","Espanol","Alaves",1,2,"A",1,0,"H",1.7,3.4,4.25,1.9,3.1,3.5,1.73,3.4,4,1.667,3.2,4.75,1.8,3.25,3.75,1.66,3.3,4.5
"307","SP1","24/03/02","Mallorca","Sociedad",0,2,"A",0,0,"D",1.8,3.3,3.9,1.85,3.1,3.6,1.8,3.25,3.75,1.8,3.25,4,1.833,3.2,3.75,1.8,3.25,3.8
"308","SP1","24/03/02","Real Madrid","Zaragoza",3,1,"H",1,0,"H",1.23,5,9.6,1.2,5,10,1.2,5,11,1.25,4.5,11,1.25,4.5,10,1.22,5,9.5
"309","SP1","24/03/02","Valencia","Osasuna",2,1,"H",0,0,"D",1.32,4.3,8,1.3,4.2,8,1.33,4,8,1.364,4,7.5,1.3,4.333,8,1.36,3.75,8
"310","SP1","24/03/02","Valladolid","Barcelona",1,2,"A",1,2,"A",2.65,3.15,2.35,2.7,3,2.3,2.8,3.2,2.2,3,3.1,2.2,2.8,3.1,2.25,2.6,3.1,2.4
"311","SP1","30/03/02","Barcelona","Las Palmas",1,1,"D",1,0,"H",1.3,4.7,7.5,1.25,4.5,9,1.33,3.75,9,1.286,4.333,8.5,1.25,4.5,10,1.3,4.33,8
"312","SP1","30/03/02","Celta","Alaves",3,1,"H",0,0,"D",1.6,3.45,5,1.6,3.4,4.6,1.57,3.5,5,1.571,3.4,5.25,1.615,3.25,5,1.61,3.3,5
"313","SP1","30/03/02","Sociedad","La Coruna",1,1,"D",1,0,"H",2.87,3.1,2.25,2.8,2.9,2.3,2.87,3,2.25,2.875,3.1,2.2,2.7,3.2,2.25,2.87,3.1,2.2
"314","SP1","30/03/02","Sevilla","Real Madrid",0,1,"A",0,1,"A",3.85,3.25,1.82,3.5,3.1,1.8,4,3.2,1.8,3.9,3.2,1.8,3.75,3.2,1.833,3.5,3.2,1.9
"315","SP1","30/03/02","Tenerife","Valencia",0,1,"A",0,0,"D",3.2,3.1,2.08,3.2,2.9,2.1,3,3.2,2.1,3.2,3.1,2.05,3.2,3,2.1,3.2,3,2.1
"316","SP1","31/03/02","Mallorca","Espanol",2,1,"H",1,1,"D",1.87,3.15,3.75,1.85,3.1,3.6,1.83,3.2,3.75,1.833,3.2,3.75,1.909,3.2,3.5,1.83,3.3,3.75
"317","SP1","31/03/02","Osasuna","Malaga",0,2,"A",0,0,"D",2.1,3.05,3.2,2.1,2.9,3.2,2.1,3,3.2,2.1,3.1,3.1,2.1,3,3.2,2.3,3,2.8
"318","SP1","31/03/02","Vallecano","Betis",0,0,"D",0,0,"D",2.4,2.95,2.75,2.5,3,2.5,2.37,3,2.75,2.5,3,2.6,2.5,3.1,2.5,2.5,2.9,2.62
"319","SP1","31/03/02","Villarreal","Ath Bilbao",5,2,"H",5,0,"H",2.25,3.2,2.8,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.7,2.3,3.1,2.7,2.4,3.1,2.6
"320","SP1","31/03/02","Zaragoza","Valladolid",0,0,"D",0,0,"D",1.95,3.25,3.35,1.85,3.1,3.6,1.91,3.2,3.5,1.9,3.2,3.5,2,3.2,3.2,2.1,3.1,3.1
"321","SP1","06/04/02","Ath Bilbao","Barcelona",0,2,"A",0,1,"A",2.75,3,2.4,2.7,3,2.3,2.62,2.87,2.5,2.75,3.2,2.25,2.8,3,2.3,2.75,3.1,2.3
"322","SP1","06/04/02","La Coruna","Mallorca",5,0,"H",4,0,"H",1.41,3.8,6.9,1.45,3.8,5.4,1.44,3.5,7,1.48,3.6,6,1.4,3.75,7,1.44,3.5,7
"323","SP1","06/04/02","Las Palmas","Zaragoza",1,1,"D",0,0,"D",1.9,3.15,3.65,1.8,3.1,3.8,1.8,3.2,4,1.85,3.2,3.75,1.833,3.25,3.75,1.72,3.1,4.5
"324","SP1","06/04/02","Real Madrid","Vallecano",3,1,"H",2,0,"H",1.26,4.5,10,1.3,4.2,8,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10
"325","SP1","07/04/02","Alaves","Villarreal",2,1,"H",1,1,"D",1.85,3.15,3.9,1.85,3.1,3.6,1.8,3.25,3.75,1.85,3.2,3.8,1.909,3.2,3.5,1.8,3.1,4
"326","SP1","07/04/02","Betis","Osasuna",0,0,"D",0,0,"D",1.5,3.6,5.8,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.444,3.6,6.5,1.44,3.5,7
"327","SP1","07/04/02","Espanol","Celta",2,0,"H",1,0,"H",2.5,3,2.65,2.7,3,2.3,2.62,2.87,2.5,2.7,3.1,2.3,2.5,2.9,2.6,2.62,2.9,2.5
"328","SP1","07/04/02","Malaga","Tenerife",2,0,"H",0,0,"D",1.7,3.3,4.5,1.65,3.3,4.4,1.61,3.25,5,1.615,3.4,5,1.615,3.25,5,1.57,3.3,5.5
"329","SP1","07/04/02","Valencia","Sociedad",4,0,"H",2,0,"H",1.35,4,8,1.4,3.7,6.4,1.4,3.75,7,1.364,3.8,8,1.364,4,7,1.4,3.6,7.5
"330","SP1","07/04/02","Valladolid","Sevilla",1,1,"D",1,1,"D",2,3.1,3.4,1.9,2.9,3.6,1.91,3,3.75,1.95,3,3.6,1.909,3.1,3.6,1.83,3,4
"331","SP1","13/04/02","Mallorca","Valencia",1,1,"D",1,0,"H",3.05,3.15,2.1,2.7,3,2.3,2.87,3,2.25,2.8,3.1,2.25,3.1,3.1,2.1,3.1,3.1,2.1
"332","SP1","14/04/02","Barcelona","Alaves",3,2,"H",1,0,"H",1.4,4,6.8,1.45,3.8,5.4,1.4,3.75,7,1.364,3.75,8,1.364,4,7,1.4,3.75,7
"333","SP1","14/04/02","La Coruna","Espanol",3,1,"H",3,0,"H",1.35,4.1,6.85,1.35,4,7,1.36,3.75,8,1.333,4,9,1.333,4.333,7,1.33,4,8
"334","SP1","14/04/02","Osasuna","Real Madrid",3,1,"H",2,0,"H",4.65,3.4,1.65,4,3.3,1.7,5,3.25,1.61,4.75,3.4,1.615,4.333,3.4,1.667,4.5,3.3,1.66
"335","SP1","14/04/02","Sociedad","Malaga",2,1,"H",1,1,"D",2.05,3.1,3.3,2.1,3,3.1,1.91,3,3.75,1.95,3.1,3.6,2.1,3.2,3,2.1,3,3.2
"336","SP1","14/04/02","Vallecano","Valladolid",1,0,"H",1,0,"H",1.8,3.33,3.85,1.75,3.2,4,1.83,3.2,3.75,1.75,3.1,4.333,1.909,3.2,3.5,1.9,3.1,3.6
"337","SP1","14/04/02","Sevilla","Las Palmas",1,1,"D",1,0,"H",2,2.8,3.8,1.8,2.9,4.2,2,2.8,3.75,2,2.8,3.75,1.909,2.875,4,1.9,2.87,4
"338","SP1","14/04/02","Tenerife","Betis",2,1,"H",0,1,"A",2.65,2.95,2.5,2.5,3,2.5,2.62,2.87,2.5,2.5,3,2.6,2.6,2.9,2.5,2.5,2.9,2.62
"339","SP1","14/04/02","Villarreal","Celta",2,1,"H",0,0,"D",2.6,2.95,2.55,2.5,3,2.5,2.75,3,2.37,2.6,3,2.5,2.5,3.1,2.5,2.62,2.9,2.5
"340","SP1","14/04/02","Zaragoza","Ath Bilbao",2,2,"D",1,1,"D",1.8,3.4,3.75,2,3.1,3.2,1.91,3.2,3.5,1.9,3.2,3.6,2.1,3.1,3.1,2,3,3.4
"341","SP1","20/04/02","Celta","Barcelona",2,1,"H",1,0,"H",2.35,3,2.8,2.3,3,2.7,2.37,3,2.75,2.3,3.1,2.7,2.4,3.1,2.6,2.37,3.1,2.62
"342","SP1","20/04/02","Las Palmas","Vallecano",0,2,"A",0,0,"D",1.88,2.8,3.85,1.9,3.1,3.5,1.91,2.75,4.33,1.909,3,3.75,1.833,2.875,4.333,1.9,2.87,4
"343","SP1","20/04/02","Real Madrid","Tenerife",4,1,"H",2,1,"H",1.2,5.5,10,1.25,4.5,9,1.2,5,11,1.2,5,11,1.2,5,11,1.2,5,11
"344","SP1","21/04/02","Alaves","Zaragoza",2,1,"H",1,0,"H",1.8,3.2,3.95,1.7,3.2,4.2,1.8,3.2,4,1.8,3.2,4,1.727,3.2,4.333,1.72,3.2,4.33
"345","SP1","21/04/02","Ath Bilbao","Sevilla",0,1,"A",0,0,"D",1.86,3.15,3.85,1.8,3,4,1.8,2.87,4.5,1.909,3.1,3.75,1.8,3,4.333,1.66,3.1,5
"346","SP1","21/04/02","Betis","Sociedad",3,0,"H",1,0,"H",1.7,3.25,4.65,1.75,3.2,4,1.73,3.2,4.33,1.667,3.3,4.5,1.615,3.25,5,1.8,2.87,4.5
"347","SP1","21/04/02","Espanol","Villarreal",3,1,"H",2,0,"H",1.9,3.1,3.75,1.9,3.1,3.5,1.8,2.87,4.5,1.909,3.1,3.75,NA,NA,NA,1.72,3.2,4.33
"348","SP1","21/04/02","Malaga","Mallorca",0,0,"D",0,0,"D",2.03,3.1,3.3,1.9,2.8,3.3,2.25,2.8,3,2.05,3.1,3.1,2,3,3.4,1.72,3.3,4.2
"349","SP1","21/04/02","Valencia","La Coruna",1,0,"H",0,0,"D",2,3,3.5,2,2.9,3.4,1.91,3.2,3.5,2,3.1,3.5,1.909,3.2,3.5,1.8,3.1,4
"350","SP1","21/04/02","Valladolid","Osasuna",1,0,"H",0,0,"D",2.07,2.7,3.85,2.1,2.6,3.4,2.2,2.75,3.25,2.1,2.75,3.4,1.909,2.875,4,1.9,2.87,4
"351","SP1","27/04/02","Barcelona","Villarreal",4,1,"H",0,1,"A",1.31,4.35,8.3,1.35,4,7,1.3,4.333,8,NA,NA,NA,1.3,4.333,8,NA,NA,NA
"352","SP1","27/04/02","Sociedad","Real Madrid",3,0,"H",0,0,"D",3.9,3.4,1.75,4.2,3.2,1.7,4.5,3.5,1.615,NA,NA,NA,4.5,3.5,1.615,NA,NA,NA
"353","SP1","27/04/02","Valencia","Espanol",2,1,"H",0,1,"A",1.25,5,8,1.3,4.2,8,1.25,4.5,10,NA,NA,NA,1.286,4.5,8,NA,NA,NA
"354","SP1","28/04/02","La Coruna","Malaga",2,2,"D",1,1,"D",1.33,4.25,8,1.4,3.9,6,1.3,4.333,8,NA,NA,NA,1.364,4,7,NA,NA,NA
"355","SP1","28/04/02","Mallorca","Betis",1,3,"A",0,1,"A",2,3.1,3.4,1.9,3.1,3.5,1.909,3,3.75,NA,NA,NA,2,3.2,3.2,NA,NA,NA
"356","SP1","28/04/02","Osasuna","Las Palmas",3,2,"H",2,1,"H",1.87,3.2,3.7,1.9,3,3.6,1.909,3.2,3.5,NA,NA,NA,1.909,3,3.75,NA,NA,NA
"357","SP1","28/04/02","Vallecano","Ath Bilbao",4,2,"H",1,0,"H",1.75,3.25,4.2,1.7,3.2,4.2,1.727,3.4,4,NA,NA,NA,1.667,3.25,4.5,NA,NA,NA
"358","SP1","28/04/02","Sevilla","Alaves",2,0,"H",1,0,"H",2.25,3,2.9,2.2,3,2.9,2.2,3,3,NA,NA,NA,2.2,2.875,3.1,NA,NA,NA
"359","SP1","28/04/02","Tenerife","Valladolid",1,5,"A",0,2,"A",1.77,3.4,3.85,1.8,3.1,3.8,1.833,3.2,3.75,NA,NA,NA,1.833,3.2,3.75,NA,NA,NA
"360","SP1","28/04/02","Zaragoza","Celta",0,1,"A",0,0,"D",2.5,3.1,2.5,2.7,3,2.3,2.5,3.25,2.4,NA,NA,NA,2.5,3.1,2.5,NA,NA,NA
"361","SP1","05/05/02","Alaves","Vallecano",0,1,"A",0,0,"D",1.77,3.25,4.1,1.7,3.2,4.2,NA,NA,NA,1.667,3.1,5,NA,NA,NA,NA,NA,NA
"362","SP1","05/05/02","Ath Bilbao","Osasuna",1,1,"D",0,0,"D",2.17,3.15,2.8,2.1,3,3.1,NA,NA,NA,2.2,3.1,2.875,NA,NA,NA,NA,NA,NA
"363","SP1","05/05/02","Barcelona","Espanol",2,0,"H",1,0,"H",1.3,4.6,7.7,1.35,4,7,1.3,4.333,8,1.286,4.5,9,1.333,4,8,NA,NA,NA
"364","SP1","05/05/02","Betis","La Coruna",0,3,"A",0,1,"A",2.35,3,2.8,2.3,2.9,2.8,NA,NA,NA,2.375,3.2,2.6,2.375,3,2.7,NA,NA,NA
"365","SP1","05/05/02","Celta","Sevilla",1,2,"A",1,2,"A",1.36,4,7.5,1.3,4.2,8,1.3,4.333,8,1.364,4,7,NA,NA,NA,NA,NA,NA
"366","SP1","05/05/02","Las Palmas","Tenerife",0,1,"A",0,1,"A",1.68,3.45,4.3,1.65,3.3,4.4,1.615,3.5,4.5,1.727,3.4,4,1.727,3.4,4,NA,NA,NA
"367","SP1","05/05/02","Malaga","Valencia",0,2,"A",0,2,"A",3.4,3,2.05,2.9,3,2.2,3.75,3,1.909,3.4,2.875,2.1,3.75,3,1.909,NA,NA,NA
"368","SP1","05/05/02","Real Madrid","Mallorca",0,0,"D",0,0,"D",1.25,5.1,8,1.25,4.5,9,1.286,4.5,8,1.2,5,11,1.25,4.5,10,NA,NA,NA
"369","SP1","05/05/02","Valladolid","Sociedad",1,3,"A",1,1,"D",1.97,3,3.65,2,2.9,3.4,2.1,3,3.2,1.95,3,3.6,NA,NA,NA,NA,NA,NA
"370","SP1","05/05/02","Villarreal","Zaragoza",2,1,"H",2,0,"H",1.77,3.3,4,1.7,3.3,4,1.667,3.6,4,1.571,3.3,5.5,1.8,3.25,3.75,NA,NA,NA
"371","SP1","10/05/02","La Coruna","Real Madrid",3,0,"H",1,0,"H",2.05,3.3,3.1,2,3,3.3,1.909,3.2,3.5,2.1,3.1,3.1,2,3.2,3.2,NA,NA,NA
"372","SP1","11/05/02","Espanol","Malaga",1,2,"A",0,2,"A",2.25,3.2,2.8,NA,NA,NA,2.2,3.25,2.75,2.25,3.2,2.75,NA,NA,NA,NA,NA,NA
"373","SP1","11/05/02","Mallorca","Valladolid",2,1,"H",0,1,"A",1.35,4.5,6.5,1.3,3.6,8,1.4,3.75,7,1.333,4.333,7,NA,NA,NA,NA,NA,NA
"374","SP1","11/05/02","Osasuna","Alaves",0,1,"A",0,1,"A",3.9,3.45,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","SP1","11/05/02","Sociedad","Las Palmas",1,1,"D",0,1,"A",2.4,3.3,2.4,NA,NA,NA,2.375,3.25,2.5,2.4,3.3,2.4,NA,NA,NA,NA,NA,NA
"376","SP1","11/05/02","Vallecano","Celta",1,0,"H",0,0,"D",2.8,3.3,2.2,2.35,3,2.35,2.625,3.4,2.25,2.625,3.2,2.3,2.7,3.2,2.25,NA,NA,NA
"377","SP1","11/05/02","Sevilla","Villarreal",1,0,"H",1,0,"H",1.45,4,5.65,1.4,3.6,5.5,1.4,3.75,7,NA,NA,NA,1.4,3.75,7,NA,NA,NA
"378","SP1","11/05/02","Tenerife","Ath Bilbao",2,3,"A",2,1,"H",1.7,3.55,4,NA,NA,NA,1.667,3.4,4.333,1.727,3.5,3.8,1.8,3.5,3.5,NA,NA,NA
"379","SP1","11/05/02","Valencia","Betis",2,0,"H",1,0,"H",1.6,3.5,4.9,1.6,3.4,4.6,1.571,3,6.5,1.571,3.4,5,1.571,3.5,5,NA,NA,NA
"380","SP1","11/05/02","Zaragoza","Barcelona",1,1,"D",1,1,"D",5.65,3.3,1.57,5,2.8,1.6,5,3.5,1.571,5.5,3.25,1.571,6,3.1,1.571,NA,NA,NA
